Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Shared	Option=No	Option=Yes	Count	Weight	resstock_probability
CR04	1990s	Propane	Neither Shared	1.0	0.0	5.0	107819.896	0.0006801574560000003
CR04	1990s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	1990s	Propane	Only Heating Shared	1.0	0.0	1.0	14639.670909999999	0.0003680926064640002
CR04	2000s	Electricity	Both Shared	1.0	0.0	0.0	0.0	3.7744808717351797e-05
CR04	2000s	Electricity	Neither Shared	0.5039680000000001	0.496032	10.0	204605.4734	0.00715994845878808
CR04	2000s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	5.407214164780428e-05
CR04	2000s	Electricity	Only Heating Shared	1.0	0.0	1.0	21304.45869	0.00011883164260823855
CR04	2000s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	2000s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR04	2000s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	2000s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR04	2000s	Natural Gas	Both Shared	1.0	0.0	1.0	24081.276380000003	1.1094500520000003e-05
CR04	2000s	Natural Gas	Neither Shared	1.0	0.0	52.0	855303.6662	0.0011979480445200004
CR04	2000s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	2000s	Natural Gas	Only Heating Shared	1.0	0.0	0.0	0.0	7.459745496000002e-05
CR04	2000s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	2000s	None	Neither Shared	1.0	0.0	1.0	19500.089069999998	0.0
CR04	2000s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	2000s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR04	2000s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	2000s	Other Fuel	Neither Shared	1.0	0.0	0.0	0.0	8.281600000000003e-05
CR04	2000s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	2000s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR04	2000s	Propane	Both Shared	1.0	0.0	1.0	15974.94285	0.0002484480000000001
CR04	2000s	Propane	Neither Shared	0.812336	0.187664	10.0	197998.5942	0.0008495351408640004
CR04	2000s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	2000s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.000144256859136
CR04	2010s	Electricity	Both Shared	1.0	0.0	0.0	0.0	3.7744808717351797e-05
CR04	2010s	Electricity	Neither Shared	0.5039680000000001	0.496032	10.0	204605.4734	0.00715994845878808
CR04	2010s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	5.407214164780428e-05
CR04	2010s	Electricity	Only Heating Shared	1.0	0.0	1.0	21304.45869	0.00011883164260823855
CR04	2010s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	2010s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR04	2010s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	2010s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR04	2010s	Natural Gas	Both Shared	1.0	0.0	1.0	24081.276380000003	1.1094500520000003e-05
CR04	2010s	Natural Gas	Neither Shared	1.0	0.0	52.0	855303.6662	0.0011979480445200004
CR04	2010s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	2010s	Natural Gas	Only Heating Shared	1.0	0.0	0.0	0.0	7.459745496000002e-05
CR04	2010s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	2010s	None	Neither Shared	1.0	0.0	1.0	19500.089069999998	0.0
CR04	2010s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	2010s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR04	2010s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR04	2010s	Other Fuel	Neither Shared	1.0	0.0	0.0	0.0	8.281600000000003e-05
CR04	2010s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	2010s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR04	2010s	Propane	Both Shared	1.0	0.0	1.0	15974.94285	0.0002484480000000001
CR04	2010s	Propane	Neither Shared	0.812336	0.187664	10.0	197998.5942	0.0008495351408640004
CR04	2010s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR04	2010s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.000144256859136
CR05	<1940	Electricity	Both Shared	1.0	0.0	0.0	0.0	0.00011027744308000003
CR05	<1940	Electricity	Neither Shared	1.0	0.0	2.0	20438.4346	0.006562180799040002
CR05	<1940	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	4.989453964000002e-05
CR05	<1940	Electricity	Only Heating Shared	1.0	0.0	1.0	6435.55987	0.0006482472182400001
CR05	<1940	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	<1940	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR05	<1940	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	<1940	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR05	<1940	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	2.9071639293926838e-05
CR05	<1940	Natural Gas	Neither Shared	1.0	0.0	33.0	390805.6312	0.0009572913669341472
CR05	<1940	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	2.3100385440000012e-06
CR05	<1940	Natural Gas	Only Heating Shared	1.0	0.0	2.0	18358.7896	0.00029496746868418324
CR05	<1940	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	<1940	None	Neither Shared	1.0	0.0	1.0	16134.27176	0.0
CR05	<1940	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	<1940	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR05	<1940	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	<1940	Other Fuel	Neither Shared	1.0	0.0	0.0	0.0	6.339210761600002e-05
CR05	<1940	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	<1940	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	4.012789238400001e-05
CR05	<1940	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	<1940	Propane	Neither Shared	1.0	0.0	0.0	0.0	0.0009470942108160004
CR05	<1940	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	<1940	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002951457891840002
CR05	1940s	Electricity	Both Shared	1.0	0.0	0.0	0.0	0.00022055488616000006
CR05	1940s	Electricity	Neither Shared	1.0	0.0	2.0	20438.4346	0.013124361598080007
CR05	1940s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	9.978907928000003e-05
CR05	1940s	Electricity	Only Heating Shared	1.0	0.0	1.0	6435.55987	0.0012964944364800002
CR05	1940s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1940s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR05	1940s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1940s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR05	1940s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	5.8143278587853675e-05
CR05	1940s	Natural Gas	Neither Shared	1.0	0.0	33.0	390805.6312	0.0019145827338682944
CR05	1940s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	4.6200770880000025e-06
CR05	1940s	Natural Gas	Only Heating Shared	1.0	0.0	2.0	18358.7896	0.0005899349373683665
CR05	1940s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1940s	None	Neither Shared	1.0	0.0	1.0	16134.27176	0.0
CR05	1940s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1940s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR05	1940s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1940s	Other Fuel	Neither Shared	1.0	0.0	0.0	0.0	0.00012678421523200004
CR05	1940s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1940s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	8.025578476800002e-05
CR05	1940s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1940s	Propane	Neither Shared	1.0	0.0	0.0	0.0	0.0018941884216320004
CR05	1940s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1940s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0005902915783680001
CR05	1950s	Electricity	Both Shared	1.0	0.0	0.0	0.0	5.8126025720000015e-05
CR05	1950s	Electricity	Neither Shared	0.0	1.0	1.0	35517.02055	0.006996823606920001
CR05	1950s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	4.020220064e-05
CR05	1950s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002754481667200001
CR05	1950s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1950s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR05	1950s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1950s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR05	1950s	Natural Gas	Both Shared	1.0	0.0	1.0	5565.541157	2.9559918648000016e-05
CR05	1950s	Natural Gas	Neither Shared	0.974534	0.025466	25.0	237583.2846	0.0010124738740080006
CR05	1950s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1950s	Natural Gas	Only Heating Shared	1.0	0.0	1.0	4581.337721	0.00024160620734400007
CR05	1950s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1950s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR05	1950s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1950s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR05	1950s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1950s	Other Fuel	Neither Shared	1.0	0.0	1.0	33453.17517	0.00010352000000000003
CR05	1950s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1950s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR05	1950s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1950s	Propane	Neither Shared	1.0	0.0	1.0	5002.970254999999	0.0012422400000000006
CR05	1950s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1950s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR05	1960s	Electricity	Both Shared	1.0	0.0	0.0	0.0	0.00010903475992000001
CR05	1960s	Electricity	Neither Shared	1.0	0.0	2.0	10678.59704	0.006901291786200001
CR05	1960s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	6.784342476000001e-05
CR05	1960s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	0.00029243002912
CR05	1960s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1960s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR05	1960s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1960s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR05	1960s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	3.5582244072e-05
CR05	1960s	Natural Gas	Neither Shared	1.0	0.0	19.0	170461.8645	0.0010147012461360003
CR05	1960s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	1.0068872160000002e-05
CR05	1960s	Natural Gas	Only Heating Shared	1.0	0.0	3.0	23500.0468	0.00022328763763200003
CR05	1960s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1960s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR05	1960s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1960s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR05	1960s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1960s	Other Fuel	Neither Shared	1.0	0.0	0.0	0.0	9.024712108800002e-05
CR05	1960s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1960s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	1.3272878912e-05
CR05	1960s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1960s	Propane	Neither Shared	1.0	0.0	2.0	8691.054409999999	0.0009937920000000005
CR05	1960s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1960s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002484480000000001
CR05	1970s	Electricity	Both Shared	1.0	0.0	0.0	0.0	0.00013830930900000002
CR05	1970s	Electricity	Neither Shared	1.0	0.0	21.0	148986.9285	0.006973075533720001
CR05	1970s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	5.826901536e-05
CR05	1970s	Electricity	Only Heating Shared	1.0	0.0	1.0	6834.051736	0.00020094614192
CR05	1970s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1970s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR05	1970s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1970s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR05	1970s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	2.1851125140853007e-05
CR05	1970s	Natural Gas	Neither Shared	0.988035	0.011965	79.0	572910.8513	0.0011229691954095244
CR05	1970s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	4.165150906844929e-06
CR05	1970s	Natural Gas	Only Heating Shared	1.0	0.0	5.0	28574.508339999997	0.0001346540150870346
CR05	1970s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1970s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR05	1970s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1970s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR05	1970s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	1.1177012992e-05
CR05	1970s	Other Fuel	Neither Shared	1.0	0.0	4.0	17428.157040000002	8.634000713600003e-05
CR05	1970s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1970s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	6.002979872000001e-06
CR05	1970s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1970s	Propane	Neither Shared	1.0	0.0	8.0	63451.23684	0.0009109760828160004
CR05	1970s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	8.281591718400004e-05
CR05	1970s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002484480000000001
CR05	1980s	Electricity	Both Shared	1.0	0.0	0.0	0.0	4.6961040840000015e-05
CR05	1980s	Electricity	Neither Shared	1.0	0.0	13.0	195190.0205	0.007075955842640003
CR05	1980s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	4.406144680000002e-05
CR05	1980s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	0.00020362166972000005
CR05	1980s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1980s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR05	1980s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1980s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR05	1980s	Natural Gas	Both Shared	1.0	0.0	3.0	28019.844419999998	4.5212351015546585e-05
CR05	1980s	Natural Gas	Neither Shared	1.0	0.0	67.0	527059.0695	0.0011255171615487435
CR05	1980s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	4.863455232000001e-06
CR05	1980s	Natural Gas	Only Heating Shared	1.0	0.0	2.0	10975.89385	0.00010804600529222368
CR05	1980s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1980s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR05	1980s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1980s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR05	1980s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1980s	Other Fuel	Neither Shared	1.0	0.0	2.0	13318.14921	8.962092860800002e-05
CR05	1980s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1980s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	1.3899071392e-05
CR05	1980s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1980s	Propane	Neither Shared	1.0	0.0	3.0	13233.23873	0.0010899190156800004
CR05	1980s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1980s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.00015232098432000003
CR05	1990s	Electricity	Both Shared	1.0	0.0	0.0	0.0	4.865770430224705e-05
CR05	1990s	Electricity	Neither Shared	1.0	0.0	7.0	54328.48726	0.0072572623971362445
CR05	1990s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	6.77062638936684e-06
CR05	1990s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	5.7906323933618154e-05
CR05	1990s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1990s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR05	1990s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1990s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR05	1990s	Natural Gas	Both Shared	1.0	0.0	2.0	7661.077077	1.8824837328000008e-05
CR05	1990s	Natural Gas	Neither Shared	1.0	0.0	61.0	489208.0877	0.0011942044368240005
CR05	1990s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	2.0136974136000013e-05
CR05	1990s	Natural Gas	Only Heating Shared	1.0	0.0	0.0	0.0	5.0473751712000016e-05
CR05	1990s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1990s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR05	1990s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1990s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR05	1990s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	1990s	Other Fuel	Neither Shared	1.0	0.0	1.0	4357.03877	8.281600000000003e-05
CR05	1990s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1990s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR05	1990s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.00019398993753600008
CR05	1990s	Propane	Neither Shared	1.0	0.0	8.0	122273.0733	0.0006801574560000003
CR05	1990s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	1990s	Propane	Only Heating Shared	1.0	0.0	1.0	53483.17588	0.0003680926064640002
CR05	2000s	Electricity	Both Shared	1.0	0.0	0.0	0.0	3.7744808717351797e-05
CR05	2000s	Electricity	Neither Shared	0.682371	0.317629	9.0	117311.3864	0.00715994845878808
CR05	2000s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	5.407214164780428e-05
CR05	2000s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	0.00011883164260823855
CR05	2000s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	2000s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR05	2000s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	2000s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR05	2000s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	1.1094500520000003e-05
CR05	2000s	Natural Gas	Neither Shared	0.9867819999999999	0.013218	48.0	371641.8185	0.0011979480445200004
CR05	2000s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	2000s	Natural Gas	Only Heating Shared	1.0	0.0	0.0	0.0	7.459745496000002e-05
CR05	2000s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	2000s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR05	2000s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	2000s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR05	2000s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	2000s	Other Fuel	Neither Shared	1.0	0.0	2.0	25892.16187	8.281600000000003e-05
CR05	2000s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	2000s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR05	2000s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0002484480000000001
CR05	2000s	Propane	Neither Shared	1.0	0.0	3.0	61246.164170000004	0.0008495351408640004
CR05	2000s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	2000s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.000144256859136
CR05	2010s	Electricity	Both Shared	1.0	0.0	0.0	0.0	3.7744808717351797e-05
CR05	2010s	Electricity	Neither Shared	0.682371	0.317629	9.0	117311.3864	0.00715994845878808
CR05	2010s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	5.407214164780428e-05
CR05	2010s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	0.00011883164260823855
CR05	2010s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	2010s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR05	2010s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	2010s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR05	2010s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	1.1094500520000003e-05
CR05	2010s	Natural Gas	Neither Shared	0.9867819999999999	0.013218	48.0	371641.8185	0.0011979480445200004
CR05	2010s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	2010s	Natural Gas	Only Heating Shared	1.0	0.0	0.0	0.0	7.459745496000002e-05
CR05	2010s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	2010s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR05	2010s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	2010s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR05	2010s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR05	2010s	Other Fuel	Neither Shared	1.0	0.0	2.0	25892.16187	8.281600000000003e-05
CR05	2010s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	2010s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR05	2010s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0002484480000000001
CR05	2010s	Propane	Neither Shared	1.0	0.0	3.0	61246.164170000004	0.0008495351408640004
CR05	2010s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR05	2010s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.000144256859136
CR06	<1940	Electricity	Both Shared	1.0	0.0	0.0	0.0	0.00011027744308000003
CR06	<1940	Electricity	Neither Shared	1.0	0.0	16.0	177225.2607	0.006562180799040002
CR06	<1940	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	4.989453964000002e-05
CR06	<1940	Electricity	Only Heating Shared	1.0	0.0	1.0	10207.56162	0.0006482472182400001
CR06	<1940	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	<1940	Fuel Oil	Neither Shared	1.0	0.0	3.0	27197.77778	0.0
CR06	<1940	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	<1940	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR06	<1940	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	2.9071639293926838e-05
CR06	<1940	Natural Gas	Neither Shared	1.0	0.0	21.0	222464.7105	0.0009572913669341472
CR06	<1940	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	2.3100385440000012e-06
CR06	<1940	Natural Gas	Only Heating Shared	1.0	0.0	0.0	0.0	0.00029496746868418324
CR06	<1940	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	<1940	None	Neither Shared	1.0	0.0	6.0	52475.71551	0.0
CR06	<1940	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	<1940	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR06	<1940	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	<1940	Other Fuel	Neither Shared	1.0	0.0	7.0	64858.080089999996	6.339210761600002e-05
CR06	<1940	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	<1940	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	4.012789238400001e-05
CR06	<1940	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	<1940	Propane	Neither Shared	1.0	0.0	0.0	0.0	0.0009470942108160004
CR06	<1940	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	<1940	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002951457891840002
CR06	1940s	Electricity	Both Shared	1.0	0.0	0.0	0.0	0.00022055488616000006
CR06	1940s	Electricity	Neither Shared	1.0	0.0	16.0	177225.2607	0.013124361598080007
CR06	1940s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	9.978907928000003e-05
CR06	1940s	Electricity	Only Heating Shared	1.0	0.0	1.0	10207.56162	0.0012964944364800002
CR06	1940s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1940s	Fuel Oil	Neither Shared	1.0	0.0	3.0	27197.77778	0.0
CR06	1940s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR06	1940s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR06	1940s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	5.8143278587853675e-05
CR06	1940s	Natural Gas	Neither Shared	1.0	0.0	21.0	222464.7105	0.0019145827338682944
CR06	1940s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	4.6200770880000025e-06
CR06	1940s	Natural Gas	Only Heating Shared	1.0	0.0	0.0	0.0	0.0005899349373683665
CR06	1940s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR06	1940s	None	Neither Shared	1.0	0.0	6.0	52475.71551	0.0
CR06	1940s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
