Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Shared	Option=No	Option=Yes	Count	Weight	resstock_probability
CR07	1980s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1980s	Fuel Oil	Only Heating Shared	1.0	0.0	5.0	50394.65364	0.0
CR07	1980s	Natural Gas	Both Shared	1.0	0.0	4.0	42293.25144	4.5212351015546585e-05
CR07	1980s	Natural Gas	Neither Shared	1.0	0.0	56.0	689883.0097	0.0011255171615487435
CR07	1980s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	4.863455232000001e-06
CR07	1980s	Natural Gas	Only Heating Shared	1.0	0.0	6.0	60658.2777	0.00010804600529222368
CR07	1980s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	1980s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR07	1980s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1980s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR07	1980s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	1980s	Other Fuel	Neither Shared	1.0	0.0	6.0	64617.9094	8.962092860800002e-05
CR07	1980s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1980s	Other Fuel	Only Heating Shared	1.0	0.0	2.0	23808.89428	1.3899071392e-05
CR07	1980s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	1980s	Propane	Neither Shared	1.0	0.0	5.0	91948.46523999999	0.0010899190156800004
CR07	1980s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1980s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.00015232098432000003
CR07	1990s	Electricity	Both Shared	1.0	0.0	1.0	14496.64792	4.865770430224705e-05
CR07	1990s	Electricity	Neither Shared	0.755758	0.24424200000000001	13.0	163422.9879	0.0072572623971362445
CR07	1990s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	6.77062638936684e-06
CR07	1990s	Electricity	Only Heating Shared	1.0	0.0	1.0	8045.530695	5.7906323933618154e-05
CR07	1990s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	1990s	Fuel Oil	Neither Shared	0.8825200000000001	0.11748	10.0	104402.3389	0.0
CR07	1990s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1990s	Fuel Oil	Only Heating Shared	1.0	0.0	6.0	54889.773310000004	0.0
CR07	1990s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	1.8824837328000008e-05
CR07	1990s	Natural Gas	Neither Shared	1.0	0.0	44.0	540423.4856	0.0011942044368240005
CR07	1990s	Natural Gas	Only Cooling Shared	1.0	0.0	1.0	15489.575030000002	2.0136974136000013e-05
CR07	1990s	Natural Gas	Only Heating Shared	1.0	0.0	3.0	36515.66399	5.0473751712000016e-05
CR07	1990s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	1990s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR07	1990s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1990s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR07	1990s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	1990s	Other Fuel	Neither Shared	1.0	0.0	5.0	60742.507110000006	8.281600000000003e-05
CR07	1990s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1990s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR07	1990s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.00019398993753600008
CR07	1990s	Propane	Neither Shared	1.0	0.0	5.0	111473.3013	0.0006801574560000003
CR07	1990s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	1990s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0003680926064640002
CR07	2000s	Electricity	Both Shared	1.0	0.0	0.0	0.0	3.7744808717351797e-05
CR07	2000s	Electricity	Neither Shared	0.204312	0.7956880000000001	12.0	154947.9085	0.00715994845878808
CR07	2000s	Electricity	Only Cooling Shared	1.0	0.0	1.0	23548.5043	5.407214164780428e-05
CR07	2000s	Electricity	Only Heating Shared	1.0	0.0	3.0	31777.45865	0.00011883164260823855
CR07	2000s	Fuel Oil	Both Shared	1.0	0.0	1.0	7411.869461	0.0
CR07	2000s	Fuel Oil	Neither Shared	1.0	0.0	3.0	35286.8239	0.0
CR07	2000s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	2000s	Fuel Oil	Only Heating Shared	1.0	0.0	5.0	44223.349310000005	0.0
CR07	2000s	Natural Gas	Both Shared	1.0	0.0	1.0	5746.669024	1.1094500520000003e-05
CR07	2000s	Natural Gas	Neither Shared	0.9617899999999999	0.03821	50.0	603098.273	0.0011979480445200004
CR07	2000s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	2000s	Natural Gas	Only Heating Shared	1.0	0.0	5.0	47787.525460000004	7.459745496000002e-05
CR07	2000s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	2000s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR07	2000s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	2000s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR07	2000s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	2000s	Other Fuel	Neither Shared	0.591805	0.408195	4.0	39863.40064	8.281600000000003e-05
CR07	2000s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	2000s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR07	2000s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0002484480000000001
CR07	2000s	Propane	Neither Shared	0.90107	0.09892999999999999	12.0	243405.8413	0.0008495351408640004
CR07	2000s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	2000s	Propane	Only Heating Shared	1.0	0.0	1.0	11464.26599	0.000144256859136
CR07	2010s	Electricity	Both Shared	1.0	0.0	0.0	0.0	3.7744808717351797e-05
CR07	2010s	Electricity	Neither Shared	0.204312	0.7956880000000001	12.0	154947.9085	0.00715994845878808
CR07	2010s	Electricity	Only Cooling Shared	1.0	0.0	1.0	23548.5043	5.407214164780428e-05
CR07	2010s	Electricity	Only Heating Shared	1.0	0.0	3.0	31777.45865	0.00011883164260823855
CR07	2010s	Fuel Oil	Both Shared	1.0	0.0	1.0	7411.869461	0.0
CR07	2010s	Fuel Oil	Neither Shared	1.0	0.0	3.0	35286.8239	0.0
CR07	2010s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	2010s	Fuel Oil	Only Heating Shared	1.0	0.0	5.0	44223.349310000005	0.0
CR07	2010s	Natural Gas	Both Shared	1.0	0.0	1.0	5746.669024	1.1094500520000003e-05
CR07	2010s	Natural Gas	Neither Shared	0.9617899999999999	0.03821	50.0	603098.273	0.0011979480445200004
CR07	2010s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	2010s	Natural Gas	Only Heating Shared	1.0	0.0	5.0	47787.525460000004	7.459745496000002e-05
CR07	2010s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	2010s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR07	2010s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	2010s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR07	2010s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR07	2010s	Other Fuel	Neither Shared	0.591805	0.408195	4.0	39863.40064	8.281600000000003e-05
CR07	2010s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	2010s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR07	2010s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0002484480000000001
CR07	2010s	Propane	Neither Shared	0.90107	0.09892999999999999	12.0	243405.8413	0.0008495351408640004
CR07	2010s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR07	2010s	Propane	Only Heating Shared	1.0	0.0	1.0	11464.26599	0.000144256859136
CR08	<1940	Electricity	Both Shared	1.0	0.0	1.0	8684.708354	0.00011027744308000003
CR08	<1940	Electricity	Neither Shared	0.6761199999999999	0.32388	50.0	404153.8032	0.006562180799040002
CR08	<1940	Electricity	Only Cooling Shared	1.0	0.0	1.0	3276.4225260000003	4.989453964000002e-05
CR08	<1940	Electricity	Only Heating Shared	1.0	0.0	1.0	14495.670409999999	0.0006482472182400001
CR08	<1940	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	<1940	Fuel Oil	Neither Shared	0.951865	0.048135000000000004	21.0	287549.1419	0.0
CR08	<1940	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	<1940	Fuel Oil	Only Heating Shared	1.0	0.0	1.0	15360.88869	0.0
CR08	<1940	Natural Gas	Both Shared	1.0	0.0	3.0	34085.86136	2.9071639293926838e-05
CR08	<1940	Natural Gas	Neither Shared	0.931793	0.068207	146.0	845200.1361	0.0009572913669341472
CR08	<1940	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	2.3100385440000012e-06
CR08	<1940	Natural Gas	Only Heating Shared	1.0	0.0	9.0	116039.1015	0.00029496746868418324
CR08	<1940	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	<1940	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR08	<1940	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	<1940	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	<1940	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	<1940	Other Fuel	Neither Shared	0.979417	0.020583	15.0	145426.8908	6.339210761600002e-05
CR08	<1940	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	<1940	Other Fuel	Only Heating Shared	1.0	0.0	1.0	15549.520219999999	4.012789238400001e-05
CR08	<1940	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	<1940	Propane	Neither Shared	1.0	0.0	15.0	97995.5964	0.0009470942108160004
CR08	<1940	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	<1940	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002951457891840002
CR08	1940s	Electricity	Both Shared	1.0	0.0	1.0	8684.708354	0.00022055488616000006
CR08	1940s	Electricity	Neither Shared	0.6761199999999999	0.32388	50.0	404153.8032	0.013124361598080007
CR08	1940s	Electricity	Only Cooling Shared	1.0	0.0	1.0	3276.4225260000003	9.978907928000003e-05
CR08	1940s	Electricity	Only Heating Shared	1.0	0.0	1.0	14495.670409999999	0.0012964944364800002
CR08	1940s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1940s	Fuel Oil	Neither Shared	0.951865	0.048135000000000004	21.0	287549.1419	0.0
CR08	1940s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1940s	Fuel Oil	Only Heating Shared	1.0	0.0	1.0	15360.88869	0.0
CR08	1940s	Natural Gas	Both Shared	1.0	0.0	3.0	34085.86136	5.8143278587853675e-05
CR08	1940s	Natural Gas	Neither Shared	0.931793	0.068207	146.0	845200.1361	0.0019145827338682944
CR08	1940s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	4.6200770880000025e-06
CR08	1940s	Natural Gas	Only Heating Shared	1.0	0.0	9.0	116039.1015	0.0005899349373683665
CR08	1940s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1940s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR08	1940s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1940s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	1940s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1940s	Other Fuel	Neither Shared	0.979417	0.020583	15.0	145426.8908	0.00012678421523200004
CR08	1940s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1940s	Other Fuel	Only Heating Shared	1.0	0.0	1.0	15549.520219999999	8.025578476800002e-05
CR08	1940s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1940s	Propane	Neither Shared	1.0	0.0	15.0	97995.5964	0.0018941884216320004
CR08	1940s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1940s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0005902915783680001
CR08	1950s	Electricity	Both Shared	1.0	0.0	1.0	10279.74334	5.8126025720000015e-05
CR08	1950s	Electricity	Neither Shared	0.642609	0.35739099999999996	48.0	386849.0016	0.006996823606920001
CR08	1950s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	4.020220064e-05
CR08	1950s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002754481667200001
CR08	1950s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1950s	Fuel Oil	Neither Shared	1.0	0.0	4.0	56728.04844	0.0
CR08	1950s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1950s	Fuel Oil	Only Heating Shared	1.0	0.0	1.0	12825.072	0.0
CR08	1950s	Natural Gas	Both Shared	1.0	0.0	2.0	24786.08881	2.9559918648000016e-05
CR08	1950s	Natural Gas	Neither Shared	0.9818450000000001	0.018155	112.0	568969.5677	0.0010124738740080006
CR08	1950s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1950s	Natural Gas	Only Heating Shared	1.0	0.0	2.0	23561.32144	0.00024160620734400007
CR08	1950s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1950s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR08	1950s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1950s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	1950s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1950s	Other Fuel	Neither Shared	1.0	0.0	6.0	38997.010969999996	0.00010352000000000003
CR08	1950s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1950s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	1950s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1950s	Propane	Neither Shared	1.0	0.0	3.0	64603.61035	0.0012422400000000006
CR08	1950s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1950s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	1960s	Electricity	Both Shared	1.0	0.0	1.0	12998.79267	0.00010903475992000001
CR08	1960s	Electricity	Neither Shared	0.458809	0.541191	54.0	452894.3948	0.006901291786200001
CR08	1960s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	6.784342476000001e-05
CR08	1960s	Electricity	Only Heating Shared	1.0	0.0	1.0	12415.81743	0.00029243002912
CR08	1960s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1960s	Fuel Oil	Neither Shared	0.8341700000000001	0.16583	6.0	74349.54415	0.0
CR08	1960s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1960s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	1960s	Natural Gas	Both Shared	1.0	0.0	4.0	55307.04504	3.5582244072e-05
CR08	1960s	Natural Gas	Neither Shared	0.970239	0.029761000000000003	113.0	623593.2511	0.0010147012461360003
CR08	1960s	Natural Gas	Only Cooling Shared	1.0	0.0	4.0	34506.10028	1.0068872160000002e-05
CR08	1960s	Natural Gas	Only Heating Shared	1.0	0.0	1.0	14023.04944	0.00022328763763200003
CR08	1960s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1960s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR08	1960s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1960s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	1960s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1960s	Other Fuel	Neither Shared	0.77476	0.22524	5.0	48211.826960000006	9.024712108800002e-05
CR08	1960s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1960s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	1.3272878912e-05
CR08	1960s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1960s	Propane	Neither Shared	0.850769	0.149231	9.0	65493.54481	0.0009937920000000005
CR08	1960s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1960s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002484480000000001
CR08	1970s	Electricity	Both Shared	1.0	0.0	2.0	24939.92019	0.00013830930900000002
CR08	1970s	Electricity	Neither Shared	0.710302	0.289698	138.0	996767.0724	0.006973075533720001
CR08	1970s	Electricity	Only Cooling Shared	1.0	0.0	1.0	4718.007951	5.826901536e-05
CR08	1970s	Electricity	Only Heating Shared	1.0	0.0	1.0	10552.0454	0.00020094614192
CR08	1970s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1970s	Fuel Oil	Neither Shared	1.0	0.0	5.0	54088.28456	0.0
CR08	1970s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1970s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	1970s	Natural Gas	Both Shared	1.0	0.0	3.0	26706.076719999997	2.1851125140853007e-05
CR08	1970s	Natural Gas	Neither Shared	0.9353030000000001	0.064697	122.0	750751.2081	0.0011229691954095244
CR08	1970s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	4.165150906844929e-06
CR08	1970s	Natural Gas	Only Heating Shared	1.0	0.0	1.0	5104.172954	0.0001346540150870346
CR08	1970s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1970s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR08	1970s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1970s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	1970s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	1.1177012992e-05
CR08	1970s	Other Fuel	Neither Shared	0.807192	0.19280799999999998	12.0	92524.06247	8.634000713600003e-05
CR08	1970s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1970s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	6.002979872000001e-06
CR08	1970s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1970s	Propane	Neither Shared	1.0	0.0	14.0	80302.32341	0.0009109760828160004
CR08	1970s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	8.281591718400004e-05
CR08	1970s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0002484480000000001
CR08	1980s	Electricity	Both Shared	1.0	0.0	1.0	6118.035522	4.6961040840000015e-05
CR08	1980s	Electricity	Neither Shared	0.46037	0.53963	137.0	1296953.933	0.007075955842640003
CR08	1980s	Electricity	Only Cooling Shared	1.0	0.0	4.0	24225.57155	4.406144680000002e-05
CR08	1980s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	0.00020362166972000005
CR08	1980s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1980s	Fuel Oil	Neither Shared	1.0	0.0	1.0	12755.825359999999	0.0
CR08	1980s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1980s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	1980s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	4.5212351015546585e-05
CR08	1980s	Natural Gas	Neither Shared	0.8966280000000001	0.103372	77.0	504616.9603	0.0011255171615487435
CR08	1980s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	4.863455232000001e-06
CR08	1980s	Natural Gas	Only Heating Shared	1.0	0.0	1.0	5104.172954	0.00010804600529222368
CR08	1980s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1980s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR08	1980s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1980s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	1980s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1980s	Other Fuel	Neither Shared	0.542235	0.457765	14.0	107232.4871	8.962092860800002e-05
CR08	1980s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1980s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	1.3899071392e-05
CR08	1980s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1980s	Propane	Neither Shared	0.8942829999999999	0.105717	14.0	91016.01368999999	0.0010899190156800004
CR08	1980s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1980s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.00015232098432000003
CR08	1990s	Electricity	Both Shared	1.0	0.0	1.0	8596.257242	4.865770430224705e-05
CR08	1990s	Electricity	Neither Shared	0.513945	0.486055	134.0	1149231.019	0.0072572623971362445
CR08	1990s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	6.77062638936684e-06
CR08	1990s	Electricity	Only Heating Shared	1.0	0.0	3.0	29074.68079	5.7906323933618154e-05
CR08	1990s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1990s	Fuel Oil	Neither Shared	1.0	0.0	1.0	12755.82855	0.0
CR08	1990s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1990s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	1990s	Natural Gas	Both Shared	1.0	0.0	1.0	8657.426039	1.8824837328000008e-05
CR08	1990s	Natural Gas	Neither Shared	0.7255590000000001	0.274441	121.0	958729.9852	0.0011942044368240005
CR08	1990s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	2.0136974136000013e-05
CR08	1990s	Natural Gas	Only Heating Shared	1.0	0.0	1.0	14774.72254	5.0473751712000016e-05
CR08	1990s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1990s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR08	1990s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1990s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	1990s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	1990s	Other Fuel	Neither Shared	1.0	0.0	7.0	72617.69302	8.281600000000003e-05
CR08	1990s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1990s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR08	1990s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.00019398993753600008
CR08	1990s	Propane	Neither Shared	0.884856	0.11514400000000001	15.0	89542.18952999999	0.0006801574560000003
CR08	1990s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	1990s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0003680926064640002
CR08	2000s	Electricity	Both Shared	1.0	0.0	1.0	6035.845406	3.7744808717351797e-05
CR08	2000s	Electricity	Neither Shared	0.598527	0.401473	136.0	1018642.693	0.00715994845878808
CR08	2000s	Electricity	Only Cooling Shared	1.0	0.0	3.0	26695.28925	5.407214164780428e-05
CR08	2000s	Electricity	Only Heating Shared	1.0	0.0	2.0	18305.979880000003	0.00011883164260823855
CR08	2000s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	2000s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR08	2000s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	2000s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	2000s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	1.1094500520000003e-05
CR08	2000s	Natural Gas	Neither Shared	0.744324	0.255676	117.0	798241.1396	0.0011979480445200004
CR08	2000s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	2000s	Natural Gas	Only Heating Shared	1.0	0.0	1.0	9433.478524	7.459745496000002e-05
CR08	2000s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	2000s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR08	2000s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	2000s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	2000s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	2000s	Other Fuel	Neither Shared	1.0	0.0	6.0	19363.06024	8.281600000000003e-05
CR08	2000s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	2000s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	2.0704000000000007e-05
CR08	2000s	Propane	Both Shared	1.0	0.0	1.0	13971.39481	0.0002484480000000001
CR08	2000s	Propane	Neither Shared	0.702615	0.297385	12.0	76253.57076	0.0008495351408640004
CR08	2000s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	2000s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.000144256859136
CR08	2010s	Electricity	Both Shared	1.0	0.0	1.0	6035.845406	3.7744808717351797e-05
CR08	2010s	Electricity	Neither Shared	0.598527	0.401473	136.0	1018642.693	0.00715994845878808
CR08	2010s	Electricity	Only Cooling Shared	1.0	0.0	3.0	26695.28925	5.407214164780428e-05
CR08	2010s	Electricity	Only Heating Shared	1.0	0.0	2.0	18305.979880000003	0.00011883164260823855
CR08	2010s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	2010s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR08	2010s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	2010s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	2010s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	1.1094500520000003e-05
CR08	2010s	Natural Gas	Neither Shared	0.744324	0.255676	117.0	798241.1396	0.0011979480445200004
CR08	2010s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	2010s	Natural Gas	Only Heating Shared	1.0	0.0	1.0	9433.478524	7.459745496000002e-05
CR08	2010s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	2010s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0
CR08	2010s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
CR08	2010s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
CR08	2010s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
CR08	2010s	Other Fuel	Neither Shared	1.0	0.0	6.0	19363.06024	8.281600000000003e-05
