Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Heat Pump	Option=None	resstock_probability
CR11	1950s	Other Fuel	No	1.0	8.815680384000003e-05
CR11	1950s	Other Fuel	Yes	1.0	1.5363196160000005e-05
CR11	1950s	Electricity	No	1.0	0.006900777288442537
CR11	1950s	Electricity	Yes	1.0	0.0004698227115574642
CR11	1950s	Fuel Oil	No	1.0	0.0
CR11	1950s	Fuel Oil	Yes	1.0	0.0
CR11	1950s	Natural Gas	No	1.0	0.0012654033205813688
CR11	1950s	Natural Gas	Yes	1.0	1.8236679418632106e-05
CR11	1950s	Propane	No	1.0	0.0012422400000000006
CR11	1950s	Propane	Yes	1.0	0.0
CR11	1960s	None	No	1.0	0.0
CR11	1960s	None	Yes	1.0	0.0
CR11	1960s	Other Fuel	No	1.0	0.00010352000000000003
CR11	1960s	Other Fuel	Yes	1.0	0.0
CR11	1960s	Electricity	No	1.0	0.006821498719030998
CR11	1960s	Electricity	Yes	1.0	0.000549101280969003
CR11	1960s	Fuel Oil	No	1.0	0.0
CR11	1960s	Fuel Oil	Yes	1.0	0.0
CR11	1960s	Natural Gas	No	1.0	0.0012775487484194463
CR11	1960s	Natural Gas	Yes	1.0	6.091251580554412e-06
CR11	1960s	Propane	No	1.0	0.0012422400000000004
CR11	1960s	Propane	Yes	1.0	0.0
CR11	1970s	None	No	1.0	0.0
CR11	1970s	None	Yes	1.0	0.0
CR11	1970s	Other Fuel	No	1.0	9.433843096114351e-05
CR11	1970s	Other Fuel	Yes	1.0	9.181569038856514e-06
CR11	1970s	Electricity	No	1.0	0.007017030205062728
CR11	1970s	Electricity	Yes	1.0	0.00035356979493727267
CR11	1970s	Fuel Oil	No	1.0	0.0
CR11	1970s	Fuel Oil	Yes	1.0	0.0
CR11	1970s	Natural Gas	No	1.0	0.001249574216001509
CR11	1970s	Natural Gas	Yes	1.0	3.4065270542747927e-05
CR11	1970s	Propane	No	1.0	0.0012422400000000004
CR11	1970s	Propane	Yes	1.0	0.0
CR11	1980s	None	No	1.0	0.0
CR11	1980s	None	Yes	1.0	0.0
CR11	1980s	Other Fuel	No	1.0	0.00010352000000000003
CR11	1980s	Other Fuel	Yes	1.0	0.0
CR11	1980s	Electricity	No	1.0	0.006358051946785747
CR11	1980s	Electricity	Yes	1.0	0.0010125480532142566
CR11	1980s	Fuel Oil	No	1.0	0.0
CR11	1980s	Fuel Oil	Yes	1.0	0.0
CR11	1980s	Natural Gas	No	1.0	0.0012720540249446925
CR11	1980s	Natural Gas	Yes	1.0	1.1584948143821217e-05
CR11	1980s	Propane	No	1.0	0.0012422400000000006
CR11	1980s	Propane	Yes	1.0	0.0
CR11	1990s	None	No	1.0	0.0
CR11	1990s	None	Yes	1.0	0.0
CR11	1990s	Other Fuel	No	1.0	0.00010352000000000004
CR11	1990s	Other Fuel	Yes	1.0	0.0
CR11	1990s	Electricity	No	1.0	0.006927475867054735
CR11	1990s	Electricity	Yes	1.0	0.0004431211847067419
CR11	1990s	Fuel Oil	No	1.0	0.0
CR11	1990s	Fuel Oil	Yes	1.0	0.0
CR11	1990s	Natural Gas	No	1.0	0.0012698517155724307
CR11	1990s	Natural Gas	Yes	1.0	1.378828442756991e-05
CR11	1990s	Propane	No	1.0	0.0012422400000000006
CR11	1990s	Propane	Yes	1.0	0.0
CR11	2000s	None	No	1.0	0.0
CR11	2000s	None	Yes	1.0	0.0
CR11	2000s	Other Fuel	No	1.0	0.00010352000000000004
CR11	2000s	Other Fuel	Yes	1.0	0.0
CR11	2000s	Electricity	No	1.0	0.006186706734049325
CR11	2000s	Electricity	Yes	1.0	0.0011838903177121502
CR11	2000s	Fuel Oil	No	1.0	0.0
CR11	2000s	Fuel Oil	Yes	1.0	0.0
CR11	2000s	Natural Gas	No	1.0	0.0012527964316977442
CR11	2000s	Natural Gas	Yes	1.0	3.084356830225646e-05
CR11	2000s	Propane	No	1.0	0.0012422400000000004
CR11	2000s	Propane	Yes	1.0	0.0
CR11	2010s	None	No	1.0	0.0
CR11	2010s	None	Yes	1.0	0.0
CR11	2010s	Other Fuel	No	1.0	0.00010352000000000004
CR11	2010s	Other Fuel	Yes	1.0	0.0
CR11	2010s	Electricity	No	1.0	0.006186706734049325
CR11	2010s	Electricity	Yes	1.0	0.0011838903177121502
CR11	2010s	Fuel Oil	No	1.0	0.0
CR11	2010s	Fuel Oil	Yes	1.0	0.0
CR11	2010s	Natural Gas	No	1.0	0.0012527964316977442
CR11	2010s	Natural Gas	Yes	1.0	3.084356830225646e-05
CR11	2010s	Propane	No	1.0	0.0012422400000000004
CR11	2010s	Propane	Yes	1.0	0.0
